QKEY,INTERVIEW_START_W149,INTERVIEW_END_W149,DEVICE_TYPE_W149,SVYMODE_W149,LANG_W149,FORM_W149,X_KIDS1,X_KIDS2,SATIS_W149,POL1JB_W149,POL1JBSTR_W149,CAMPNII_W149,PRZCMPGN_W149,MATTERS_W149,VOTEGEN24_W149,VOTEGEN24_LEAN_W149,VOTEGEN2_TRUMP_W149,VOTEGEN2_BIDEN_W149,VOTEGEN2_KENNEDY_W149,VOTESTRONG_W149,VOTEGEN24_TWO_W149,SATISPRESCAND_W149,EMTPRESTRUMP_W149,EMTPRESBIDEN_W149,CMPGNTRAIT_PROUD_W149,CMPGNTRAIT_NEG_W149,CMPGNTRAIT_POLCY_W149,ELECT_CONF_A_W149,ELECT_CONF_B_W149,TRUMPISSUE1_W149,TRUMPISSUE2_W149,BIDENISSUE1_W149,BIDENISSUE2_W149,INSTFAV_CONG_W149,INSTFAV_COURT_W149,INSTFAV_REP_W149,INSTFAV_DEM_W149,DTCONF_FRGN_W149,DTCONF_SCT_W149,DTCONF_WRK_W149,DTCONF_ECON_W149,DTCONF_IMMI_W149,DTCONF_ABCN_W149,JBCONF_FRGN_W149,JBCONF_SCT_W149,JBCONF_WRK_W149,JBCONF_ECON_W149,JBCONF_IMMI_W149,JBCONF_ABCN_W149,TRUMPDESC_HNST_W149,TRUMPDESC_ORD_W149,TRUMPDESC_MNSHRP_W149,TRUMPDESC_MEAN_W149,TRUMPDESC_EMB_W149,BIDENDESC_HNST_W149,BIDENDESC_ORD_W149,BIDENDESC_MNSHRP_W149,BIDENDESC_MEAN_W149,BIDENDESC_EMB_W149,FREETRADEUS_W149,AGNCYFAV_FBI_W149,AGNCYFAV_CIA_W149,AGNCYFAV_CDC_W149,AGNCYFAV_SSA_W149,AGNCYFAV_FED_W149,AGNCYFAV_NPS_W149,AGNCYFAV_ED_W149,AGNCYFAV_TRANS_W149,AGNCYFAV_JSTCE_W149,AGNCYFAV_IRS_W149,AGNCYFAV_EPA_W149,AGNCYFAV_NASA_W149,AGNCYFAV_VA_W149,AGNCYFAV_USPS_W149,AGNCYFAV_HHS_W149,AGNCYFAV_HMLND_W149,BILLION_W149,COURTIDEO_W149,COURTPOWER_W149,SCOTUS_PRTSN_W149,SCOTUS_JOB_W149,JB_FP_CH_W149,JB_FP_ISHM_W149,JB_FP_ENR_W149,JB_FP_WRK_W149,JB_FP_NK_W149,JB_FP_IRN_W149,JB_FP_UKR_W149,DT_FP_CH_W149,DT_FP_ISHM_W149,DT_FP_ENR_W149,DT_FP_WRK_W149,DT_FP_NK_W149,DT_FP_IRN_W149,DT_FP_UKR_W149,UKRFOL_W149,UKR_SPRT_W149,RU_UKN_THRT2_W149,USUK_RESP_W149,UA_APPDIS_SANC_W149,UA_APPDIS_MIL_W149,UA_APPDIS_STRIK_W149,UA_CONC_WARRS_W149,UA_CONC_DFT_W149,UA_CONC_MREYR_W149,UA_CONC_INVD_W149,UA_PROG_W149,DEMCARE_W149,DEMEARN_W149,REPCARE_W149,REPEARN_W149,ISGZ_FOL_W149,BIDEN_FAVORISRPAL_W149,TRUMP_FAVORISRPAL_W149,PF_HAPPEN_MED_W149,PF_HAPPEN_HOU_W149,PF_HAPPEN_LOSE_W149,PF_HAPPEN_RAISE_W149,PF_HAPPEN_SAVE_W149,PF_HAPPEN_FOOD_W149,PF_HAPPEN_CHILD_W149,VOTE_MOTIV_W149,VOTEHOW_W149,RPLC_W149,LIVSTAN_W149,LIVSTAN2_W149,HORSE_W149,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W149
202001015008,02-Jul-2024 18:23:08,02-Jul-2024 18:48:57,1,1,9,2,1,2,2,2,1,1,,4,4,2,,,,,,,4,2,2,1,2,2,2,4,3,3,2,2,3,4,1,,,,,,,,,,,,,4,4,2,4,4,1,1,4,1,3,2,,,,,,,,,3,2,1,1,1,1,4,3,2,,1,1,,,,,,3,3,4,,,,,3,3,4,3,1,2,2,,,,4,3,1,3,6,3,3,5,5,3,4,4,1,1,1,2,1,1,1,5,1,1,5,5,2,1,1,2,1,2,2,3,1,2,,1,2,2,1,1,1,2,1,5,4,2,,5,2,3,1,1,3,1,2,1,0.7534704471796461
202001015023,02-Jul-2024 20:30:36,03-Jul-2024 20:34:36,1,1,9,2,1,1,2,2,1,2,,1,1,,1,,,1,,,1,4,2,1,1,2,1,1,3,4,2,3,2,2,3,,,,,,,,,,,,,3,2,1,1,2,2,3,4,3,2,2,,,,,,,,,4,2,5,1,2,2,2,3,3,,3,1,,,,,,4,4,3,,,,,1,1,1,3,1,3,2,,,,2,2,2,2,3,5,3,2,2,3,4,4,2,2,2,1,2,2,2,1,1,1,2,5,1,1,3,7,2,3,1,2,3,2,,1,1,1,1,1,1,1,1,5,1,,1,,1,2,1,9,3,1,2,3,0.7242242026925446
202001015051,03-Jul-2024 12:36:14,03-Jul-2024 12:47:23,3,1,9,2,2,2,2,2,2,2,,2,1,,1,,,2,,,2,99,2,1,1,2,1,3,2,4,3,3,2,2,3,,,,,,,,,,,,,2,2,2,3,3,3,3,4,3,4,2,,,,,,,,,5,2,5,5,5,2,5,5,3,,3,2,3,,,,,4,4,4,,,,,3,4,3,3,4,2,2,,,,3,3,3,3,3,99,99,3,3,3,3,4,2,2,2,2,2,2,2,2,1,1,2,,1,1,3,6,2,4,1,2,3,2,,1,1,1,1,3,1,99,1,5,1,,2,,1,1,1,3,2,5,2,2,1.3613966388016483
202001015075,06-Jul-2024 12:36:45,06-Jul-2024 13:11:15,1,1,9,2,2,1,1,1,2,2,,1,,,,,,,,,4,2,2,1,2,1,3,4,3,2,1,2,3,3,2,,,,,,,,,,,,,4,4,3,4,4,1,1,2,1,2,1,,,,,,,,,2,2,1,2,2,2,2,1,3,,3,2,4,,,,,2,2,2,,,,,3,3,4,4,1,1,1,,,,3,1,2,1,4,2,2,3,2,3,3,1,2,2,2,2,1,2,2,,,,2,2,,1,4,9,2,4,1,1,6,2,,4,1,1,4,1,1,2,1,2,4,2,,3,2,3,3,9,3,1,2,2,0.6709000559206679
202001015078,02-Jul-2024 20:17:07,02-Jul-2024 20:26:15,1,1,9,2,2,2,2,2,1,2,,2,4,3,,,,,1,,3,3,2,2,2,2,1,2,3,3,3,3,2,2,3,,,,,,,,,,,,,3,2,2,2,1,4,4,4,3,4,2,,,,,,,,,3,3,4,2,5,2,4,2,3,,3,1,,,,,,4,4,3,,,,,2,2,3,3,3,2,2,,,,2,3,2,1,3,5,2,4,2,3,1,4,2,2,2,2,1,2,2,1,2,1,3,,3,1,4,9,2,3,1,1,5,2,,1,1,1,1,2,10,,3,6,1,,2,,1,1,1,8,2,2,1,2,0.5599178538369078
202001015085,01-Jul-2024 21:07:48,01-Jul-2024 21:35:31,4,1,9,1,2,1,2,2,1,,1,1,1,,1,,,2,,3,,,2,1,2,2,1,2,3,4,3,2,1,2,3,2,1,3,1,2,2,4,4,3,4,3,3,,,,,,,,,,,1,3,5,3,5,3,2,3,3,,,,,,,,,3,1,,2,3,4,4,4,4,,,,2,2,2,2,,,,3,4,2,1,1,2,2,,,,,3,3,2,2,2,3,4,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,3,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,1,1,7,2,2,2,2,0.5214858159227483
202001015086,02-Jul-2024 20:35:19,02-Jul-2024 20:53:02,3,1,9,2,2,1,2,1,1,1,,1,2,,,1,,1,,,4,1,2,1,2,1,2,4,3,2,1,3,4,4,2,,,,,,,,,,,,,4,4,2,1,1,2,1,2,4,4,1,,,,,,,,,2,5,2,5,2,2,1,2,3,,1,2,4,,,,,1,2,1,,,,,4,4,4,1,2,1,1,,,,3,2,2,1,4,2,3,5,3,2,1,1,2,2,2,2,2,2,2,1,3,1,4,4,2,1,1,2,2,4,2,1,5,2,,1,1,1,1,1,10,,3,6,2,,1,,2,4,1,5,5,2,2,2,0.5533846147703728
202001015116,02-Jul-2024 21:13:28,02-Jul-2024 21:26:25,3,1,9,1,2,2,2,2,1,,1,1,1,,2,,,2,,4,,,2,1,2,2,2,2,3,4,3,3,2,2,3,2,99,3,2,2,2,3,99,3,3,4,3,,,,,,,,,,,99,5,5,5,3,5,5,5,5,,,,,,,,,99,99,,2,3,3,99,3,3,,,,2,99,2,2,,,,5,4,4,99,5,5,5,,,,,6,3,3,3,3,5,4,4,2,2,2,2,1,2,2,2,1,1,1,,1,1,2,4,2,4,2,3,2,2,,1,1,1,1,5,1,1,1,2,1,,1,,1,1,1,1,2,2,2,2,0.9567556476234793
202001015174,02-Jul-2024 18:55:17,04-Jul-2024  08:53:17,1,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,3,1,2,1,2,1,3,4,3,1,1,3,3,3,2,,,,,,,,,,,,,4,4,3,4,4,1,1,1,4,4,1,,,,,,,,,1,1,1,1,1,2,1,1,1,,1,2,4,,,,,1,1,1,,,,,4,4,4,2,2,1,1,,,,3,1,1,1,1,1,1,4,5,2,3,4,2,2,2,99,1,2,99,1,2,2,1,3,2,1,3,5,3,4,1,1,6,2,,4,2,2,4,1,1,2,1,4,2,,1,,2,4,1,9,4,2,1,3,0.38940591222799087
202001015184,01-Jul-2024 18:50:00,01-Jul-2024 19:07:41,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,1,,,2,2,2,2,1,1,2,4,3,3,2,2,3,1,1,3,1,1,1,4,4,4,4,4,4,,,,,,,,,,,1,2,4,4,2,3,1,3,3,,,,,,,,,3,2,,2,3,4,4,4,3,,,,1,1,1,1,,,,3,3,2,2,1,2,2,,,,,2,4,2,4,2,3,2,3,2,2,2,2,2,2,2,1,1,4,3,7,1,1,2,3,3,3,2,2,3,2,,1,1,1,1,1,2,2,2,5,1,,1,,1,1,1,7,2,1,2,2,0.6706969406822704
202001015186,02-Jul-2024 21:36:53,02-Jul-2024 21:53:10,4,1,9,1,2,2,2,1,1,,1,1,2,,,1,,1,,2,,,2,1,2,1,2,4,3,2,1,3,3,4,2,3,4,99,3,3,4,1,1,2,2,2,1,,,,,,,,,,,1,2,2,1,1,1,1,2,2,,,,,,,,,3,1,,2,4,1,2,1,1,,,,3,3,4,3,,,,1,3,1,1,1,1,1,,,,,3,2,3,4,4,1,3,99,2,2,2,2,1,2,2,1,2,4,1,,2,1,3,6,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,4,2,,1,,2,4,1,4,4,2,2,2,0.5413313252788626
202001015245,02-Jul-2024 18:55:23,02-Jul-2024 19:14:28,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,2,,4,,,2,1,2,3,3,2,3,4,3,3,2,2,4,1,1,2,1,1,2,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,2,4,2,4,5,,,,,,,,,3,1,,2,2,4,4,4,4,,,,1,1,1,1,,,,2,3,2,2,3,3,3,,,,,6,5,5,2,3,3,2,3,1,1,2,2,2,2,2,3,1,1,3,5,1,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,5,1,,1,,1,1,1,9,1,1,2,3,0.6209910834401382
202001015264,06-Jul-2024 18:10:38,06-Jul-2024 18:20:58,1,1,9,1,1,2,2,2,1,,1,1,1,,1,,,2,,4,,,2,1,2,3,2,3,2,3,2,2,2,4,2,4,2,3,4,4,3,3,2,3,4,4,4,,,,,,,,,,,2,2,1,4,2,4,1,4,4,,,,,,,,,1,1,,1,,4,2,1,2,,,,1,2,1,4,,,,3,1,3,2,1,4,1,,,,,4,2,2,4,2,3,1,3,2,2,1,2,2,2,2,2,1,1,4,5,1,1,1,1,3,2,1,1,6,2,,4,1,1,4,1,2,2,2,5,1,,2,,1,1,1,9,2,1,2,3,1.0593535683286788
202001015267,02-Jul-2024 20:54:17,02-Jul-2024 21:09:30,3,1,9,1,2,1,1,1,1,,3,1,2,,,1,,1,,2,,,1,2,2,2,2,3,3,3,1,2,3,4,2,3,3,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,3,1,,2,3,2,2,2,1,,,,3,3,3,3,,,,3,3,2,1,1,2,2,,,,,3,3,3,4,3,4,4,4,2,2,2,2,2,2,2,1,1,1,1,2,2,1,3,5,2,4,2,3,1,2,,1,1,1,1,3,1,2,1,2,3,2,,3,2,3,1,1,3,2,2,1,0.817943691140163
202001015282,04-Jul-2024  07:42:19,04-Jul-2024  07:58:39,1,1,9,1,2,1,2,1,1,,2,1,2,,,1,,2,,4,,,2,1,1,2,2,4,3,2,1,3,3,3,2,4,4,3,4,2,4,1,1,1,2,2,2,,,,,,,,,,,1,5,5,1,2,1,1,3,2,,,,,,,,,2,1,,2,3,1,2,1,1,,,,2,2,4,3,,,,4,3,1,1,1,1,1,,,,,3,3,3,3,3,4,1,1,2,1,2,2,2,2,2,1,1,1,1,5,2,1,1,2,3,3,2,3,2,2,,1,1,1,1,1,9,,3,6,2,,1,,2,4,1,6,4,2,2,2,0.8394164012211623
202001015300,02-Jul-2024 20:57:05,04-Jul-2024  08:17:30,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,2,,3,,,2,1,2,3,2,2,3,4,3,3,2,3,4,2,2,1,2,1,2,4,4,4,4,4,3,,,,,,,,,,,99,2,4,4,3,4,1,4,3,,,,,,,,,3,2,,2,2,4,4,4,4,,,,99,2,1,2,,,,3,4,1,1,1,2,2,,,,,2,3,3,2,3,3,4,3,2,2,2,99,1,2,2,1,1,1,6,4,1,1,3,5,2,3,2,1,6,2,,1,1,1,1,1,2,2,2,3,3,1,,4,1,1,1,9,2,1,1,3,0.41839735894497887
202001015325,02-Jul-2024 19:50:38,02-Jul-2024 20:17:36,3,1,9,1,1,1,1,1,2,,3,3,,,,,,,,3,,,2,2,2,1,2,4,2,2,2,3,3,4,2,3,4,4,3,4,4,2,2,4,2,2,2,,,,,,,,,,,1,2,3,1,3,5,5,2,5,,,,,,,,,3,1,,2,4,2,3,2,2,,,,3,4,4,3,,,,5,4,2,1,2,3,2,,,,,3,3,3,5,3,5,4,1,2,2,2,2,1,2,2,,,,2,1,,2,2,4,3,3,2,3,1,1,1,4,5,3,4,1,2,2,2,5,4,2,,3,2,3,3,3,3,1,2,1,1.2454576256665841
202001015329,03-Jul-2024 15:34:34,03-Jul-2024 15:45:45,3,1,9,1,2,2,1,1,2,,2,1,2,,,1,,2,,3,,,2,2,2,2,2,4,3,2,1,4,4,4,2,4,4,4,4,4,4,2,2,1,2,2,2,,,,,,,,,,,1,2,2,1,1,1,1,2,1,,,,,,,,,2,1,,2,4,2,3,1,1,,,,4,4,4,4,,,,2,2,1,1,1,1,1,,,,,3,2,3,5,5,3,1,1,2,2,2,2,1,2,2,1,2,1,4,,2,1,3,6,1,4,1,1,5,2,,1,1,1,1,6,12,,3,6,3,2,,3,2,4,1,1,4,1,2,2,0.3272864266713474
202001015343,02-Jul-2024 18:55:23,03-Jul-2024 24:00:13,1,1,9,2,2,1,2,2,2,2,,1,2,,,1,,2,,,4,2,2,1,2,1,1,4,3,2,1,4,4,4,3,,,,,,,,,,,,,4,4,3,1,1,2,2,4,4,1,2,,,,,,,,,3,3,1,1,1,1,2,4,2,,1,2,4,,,,,2,2,2,,,,,4,4,4,2,2,2,1,,,,4,1,2,1,3,4,4,5,5,4,1,1,2,2,2,99,2,2,2,1,1,1,1,4,2,1,1,1,1,3,1,1,5,2,,1,1,1,1,1,12,,3,6,4,2,,4,2,4,1,9,5,2,2,3,0.6556393396248555
202001015344,05-Jul-2024 13:48:50,05-Jul-2024 14:13:45,3,1,9,1,2,1,1,1,1,,1,1,2,,,1,,1,,3,,,1,1,2,1,1,4,3,2,1,3,3,4,2,4,4,4,4,4,4,1,1,2,2,2,1,,,,,,,,,,,1,1,2,2,4,2,2,2,2,,,,,,,,,1,1,,2,4,2,3,2,1,,,,4,4,4,4,,,,1,2,1,1,1,1,1,,,,,2,3,3,5,5,3,1,4,1,1,2,2,2,1,2,1,3,1,5,5,2,1,4,9,3,4,2,2,3,2,,1,1,1,1,3,3,2,4,5,2,,1,,2,4,1,1,4,2,2,1,0.5726490411381033
202001015376,03-Jul-2024 12:52:50,03-Jul-2024 13:29:20,3,1,9,1,2,2,2,1,1,,1,1,2,,,1,,1,,4,,,2,1,2,1,3,4,3,2,1,4,4,3,2,3,4,4,2,3,4,2,1,2,2,2,1,,,,,,,,,,,1,2,2,2,1,1,1,5,1,,,,,,,,,2,1,,2,4,2,2,2,1,,,,4,2,3,4,,,,1,2,1,1,1,1,1,,,,,3,1,3,4,3,1,3,1,2,2,2,2,1,2,2,1,2,1,2,,2,1,3,5,2,4,1,3,2,2,,1,1,1,1,1,10,,3,6,2,,1,,2,3,1,4,3,2,2,2,1.0358740616103799
202001015391,03-Jul-2024  07:31:41,03-Jul-2024  07:58:15,1,1,9,2,2,1,2,2,1,3,,1,1,,1,,,1,,,1,4,1,1,1,3,3,2,2,4,3,3,2,2,4,,,,,,,,,,,,,1,2,1,2,3,3,3,4,2,4,2,,,,,,,,,5,3,5,5,1,2,5,2,3,,3,2,5,,,,,4,4,4,,,,,1,1,1,5,4,4,2,,,,4,3,3,4,3,4,3,3,3,5,4,3,2,2,2,2,1,2,2,1,1,3,3,4,1,1,3,5,2,4,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,2,1,99,3,1,2,99,0.7237730564253514
202001015409,02-Jul-2024 18:55:23,02-Jul-2024 19:14:54,3,1,9,2,2,1,1,1,2,2,,1,2,,,1,,2,,,3,2,2,1,2,2,2,4,3,2,2,3,3,3,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,3,3,1,,,,,,,,,1,2,1,2,2,1,2,2,3,,1,2,4,,,,,1,2,1,,,,,4,3,3,2,3,2,1,,,,3,2,2,2,2,2,4,4,5,3,1,4,2,2,2,2,1,2,2,1,3,1,2,4,2,2,4,9,3,4,1,1,6,2,,1,1,1,1,1,12,,3,5,2,,2,,2,3,1,8,3,2,2,2,0.5847774407552089
202001015419,03-Jul-2024 14:54:07,03-Jul-2024 16:00:47,3,1,9,2,2,1,2,2,1,2,,3,4,3,,,,,2,,4,4,2,1,2,3,2,3,3,3,2,3,2,3,3,,,,,,,,,,,,,4,3,2,1,1,2,2,3,3,2,2,,,,,,,,,2,2,2,2,2,2,2,2,3,,3,2,3,,,,,3,3,3,,,,,3,3,3,3,3,2,1,,,,2,2,2,2,2,5,5,5,5,3,4,4,2,2,2,2,1,2,2,4,3,1,2,4,3,1,4,8,2,3,2,1,5,2,,1,1,1,1,1,12,,3,5,3,1,,3,1,2,1,9,3,2,1,3,0.5337843314716422
202001015424,02-Jul-2024 19:22:34,02-Jul-2024 19:38:50,1,1,10,1,2,2,2,2,2,,3,2,,3,,,,,1,3,,,2,1,2,4,3,2,3,2,2,2,2,3,2,2,2,3,3,3,2,4,3,3,4,4,3,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,3,2,,2,3,4,99,3,4,,,,4,3,2,3,,,,5,4,4,2,2,2,3,,,,,6,3,2,4,4,5,3,2,2,2,2,2,99,2,2,,,,2,,,1,3,7,1,1,2,3,1,1,1,99,1,3,3,99,3,1,4,2,3,2,,3,2,3,2,4,1,3,1,1,2.871170891264219
202001015441,04-Jul-2024 10:09:39,04-Jul-2024 10:48:29,3,1,9,1,1,2,2,99,,,3,4,,4,,,,,99,4,,,2,1,2,3,3,4,3,4,2,4,3,4,4,3,3,4,4,4,4,3,3,3,3,3,4,,,,,,,,,,,1,2,3,3,3,2,1,4,3,,,,,,,,,3,2,,2,3,4,4,3,2,,,,3,3,3,4,,,,4,3,2,1,1,3,2,,,,,3,5,5,5,5,4,4,4,2,2,2,1,1,2,2,,,,2,4,,1,4,9,1,2,1,1,5,1,5,4,5,3,4,1,1,2,1,1,4,99,,,9,9,3,9,99,1,1,3,2.296337202477699
202001015469,02-Jul-2024 21:46:59,02-Jul-2024 22:01:35,3,1,9,2,2,2,2,2,2,4,,3,,3,,,,,2,,3,3,2,1,2,3,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,,2,3,2,2,3,3,2,3,3,3,1,,,,,,,,,5,5,5,5,5,5,5,5,3,,3,2,5,,,,,3,3,3,,,,,3,3,3,5,4,4,1,,,,2,3,1,2,6,3,3,3,3,5,4,4,2,2,2,1,2,2,2,,,,4,,,1,4,9,2,2,2,1,5,2,,1,3,5,1,6,7,,4,5,4,1,,4,1,2,3,1,3,1,2,1,0.6088510140153777
202001015475,03-Jul-2024 17:56:17,03-Jul-2024 18:12:24,1,1,9,1,1,1,2,2,1,,2,1,4,1,,,,,,3,,,2,2,2,3,2,2,1,4,3,3,2,3,3,2,2,2,2,1,1,4,4,4,4,4,4,,,,,,,,,,,1,2,3,3,5,5,5,4,2,,,,,,,,,3,2,,2,2,3,3,3,3,,,,1,2,2,1,,,,3,1,4,2,5,3,3,,,,,3,5,4,2,2,5,4,4,1,2,2,2,2,2,2,2,1,3,4,4,1,1,3,7,2,2,2,3,2,1,1,1,1,3,1,2,1,1,1,4,3,1,,3,1,2,1,1,3,3,2,1,2.3695079137298802
202001015486,03-Jul-2024  07:11:11,03-Jul-2024  07:17:27,1,1,9,2,2,2,2,2,1,2,,1,,,,,1,1,1,,1,4,1,2,1,1,1,1,1,4,3,4,1,4,4,,,,,,,,,,,,,2,1,3,2,4,4,2,4,2,1,2,,,,,,,,,4,2,2,4,4,2,4,2,1,,3,2,1,,,,,3,3,3,,,,,1,1,1,3,1,3,2,,,,1,5,2,5,4,4,3,3,3,3,2,3,1,2,2,1,2,1,2,,,,3,,,1,3,7,1,2,1,1,5,1,1,1,4,3,1,6,12,,3,6,3,1,,3,1,2,2,2,3,2,2,1,0.8537837120040987
202001015498,02-Jul-2024 19:12:03,04-Jul-2024  07:56:09,1,1,9,2,2,1,1,1,1,3,,2,2,,,1,,2,,,3,2,2,1,2,2,2,4,3,1,1,2,2,3,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,2,3,5,2,2,1,2,2,3,,3,2,3,,,,,2,2,2,,,,,4,4,4,4,3,4,2,,,,3,3,4,3,3,2,2,5,4,5,4,4,2,1,1,2,2,2,2,1,2,1,4,1,2,1,3,5,1,2,2,1,5,2,,1,2,2,1,3,1,1,1,2,2,,1,,2,4,1,1,4,1,1,1,0.49694465015122913
202001015517,03-Jul-2024 18:46:02,03-Jul-2024 19:03:15,3,1,9,2,2,2,2,1,1,2,,1,2,,,1,,2,,,4,2,99,1,2,1,2,4,3,2,2,3,4,3,2,,,,,,,,,,,,,4,4,3,1,2,1,1,3,4,3,1,,,,,,,,,5,2,2,1,2,2,1,1,2,,1,2,4,,,,,1,1,1,,,,,3,4,4,2,2,1,1,,,,3,1,2,2,3,1,2,4,4,3,3,4,2,2,2,99,1,2,2,1,3,1,2,,2,2,1,1,1,4,1,2,3,2,,1,1,1,1,1,1,2,1,4,3,2,,3,2,3,1,4,3,3,2,2,0.8521438750740649
202001015552,02-Jul-2024 19:17:50,02-Jul-2024 19:32:58,1,1,9,1,2,2,1,1,2,,3,4,,3,,,,,99,3,,,2,1,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,,,,,,,,,,,1,5,5,5,5,5,5,5,5,,,,,,,,,3,3,,2,5,3,3,3,3,,,,4,4,3,4,,,,5,4,4,99,5,5,5,,,,,6,4,3,4,3,5,4,4,1,1,99,2,2,2,1,,,,4,,,1,2,3,1,2,1,3,1,2,,1,2,2,1,6,12,,3,6,3,99,,,9,9,2,1,3,2,2,1,4.539806498900469
202001015558,03-Jul-2024 10:12:27,03-Jul-2024 10:30:53,1,1,9,2,2,1,2,99,,2,,1,1,,1,,,1,,,1,3,1,2,1,3,1,2,1,4,3,3,2,2,4,,,,,,,,,,,,,2,2,2,3,3,4,3,4,3,1,2,,,,,,,,,2,3,4,1,2,2,2,4,3,,3,2,2,,,,,4,4,4,,,,,2,1,1,2,1,2,2,,,,1,4,2,4,4,5,5,2,2,2,4,3,1,1,2,2,2,2,2,1,1,3,4,7,1,2,3,6,2,3,1,3,2,2,,1,1,1,1,1,12,,3,6,1,,2,,1,1,1,4,2,2,2,2,1.4423550045337674
202001015566,02-Jul-2024 18:41:26,02-Jul-2024 19:01:06,3,1,9,2,1,2,2,2,1,4,,1,1,,1,,,1,,,1,4,2,2,2,4,3,2,2,4,3,3,2,3,3,,,,,,,,,,,,,1,2,2,2,2,4,4,4,2,1,2,,,,,,,,,3,4,4,3,4,2,2,3,3,,3,2,3,,,,,4,4,4,,,,,2,2,2,5,1,4,2,,,,3,3,3,3,6,4,3,4,4,5,2,3,1,1,2,2,2,1,2,3,3,3,2,5,1,1,2,4,1,2,2,1,5,2,,1,1,1,1,1,10,,3,6,3,2,,4,2,4,1,2,4,2,2,1,0.6902550926466732
202001015597,02-Jul-2024 18:55:25,03-Jul-2024 16:30:34,1,1,9,1,2,1,2,2,1,,1,1,,,1,,,1,,2,,,2,1,2,2,1,1,1,4,3,2,2,1,4,1,1,1,1,1,1,4,4,4,4,4,4,,,,,,,,,,,1,1,1,2,2,2,1,1,1,,,,,,,,,3,1,,2,3,2,4,2,3,,,,1,1,1,1,,,,4,4,4,2,5,2,2,,,,,3,3,2,4,1,4,4,3,2,1,2,2,2,1,2,,,,2,1,,1,4,9,1,3,2,3,2,2,,1,1,1,1,3,11,,4,6,3,1,,1,1,2,3,1,5,2,2,1,0.9923274897903892
202001015598,03-Jul-2024 18:39:22,03-Jul-2024 18:53:29,1,1,9,1,2,1,2,2,1,,2,2,,,1,,,1,,2,,,2,1,1,2,2,2,2,4,3,3,2,2,3,1,2,2,1,1,2,4,3,3,3,4,4,,,,,,,,,,,2,3,3,3,3,2,1,3,2,,,,,,,,,3,3,,2,3,4,4,3,3,,,,1,2,1,2,,,,4,3,2,1,1,2,2,,,,,3,5,4,2,2,5,4,3,2,2,2,2,2,1,2,,,,5,1,,1,2,3,3,3,2,3,2,2,,1,1,1,1,3,12,,3,6,1,,1,,1,2,3,1,3,2,2,1,1.0319602014984168
202001015603,03-Jul-2024  08:40:18,03-Jul-2024  09:23:03,1,1,9,2,2,2,2,2,1,2,,3,4,4,,,,,99,,3,3,2,1,2,1,1,3,3,3,2,3,2,2,3,,,,,,,,,,,,,4,3,3,2,2,3,3,3,3,3,1,,,,,,,,,2,3,5,2,3,4,3,5,3,,3,2,3,,,,,3,3,3,,,,,3,3,3,4,4,4,99,,,,3,2,3,2,3,3,3,3,3,3,4,4,1,2,2,2,99,1,2,2,1,1,3,,4,1,2,4,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,4,1,,3,1,2,1,2,3,2,1,1,0.7169045583039753
